"ST","fips","state_county5","lat","lon","den"
"AL",1067,"AL_Henry County",31.478593,-85.268828,11.6873971481284
"AL",1069,"AL_Houston Coun",31.20455,-85.391221,70.2776966593361
"AL",1071,"AL_Jackson Coun",34.731984,-85.938698,17.6895116290135
"AL",1073,"AL_Jefferson Co",33.518601,-86.814688,226.250608466242
"AL",1075,"AL_Lamar County",33.762769,-88.109649,8.80272234941304
"AL",1077,"AL_Lauderdale C",34.866179,-87.608759,49.8064116320875
"AL",1079,"AL_Lawrence Cou",34.543683,-87.272414,17.7015556976041
"AL",1081,"AL_Lee County, ",32.588092,-85.345833,103.198412987457
"AL",1083,"AL_Limestone Co",34.815612,-86.938972,62.9056317494887
"AL",1085,"AL_Lowndes Coun",32.162415,-86.618688,5.17898033920994
"AL",1087,"AL_Macon County",32.425739,-85.715007,11.3748613392803
"AL",1089,"AL_Madison Coun",34.746392,-86.613232,177.122199548504
"AL",1091,"AL_Marengo Coun",32.340479,-87.800648,7.40959559562935
"AL",1093,"AL_Marion Count",34.111797,-87.8743,15.4254870216991
"AL",1095,"AL_Marshall Cou",34.311974,-86.293279,59.955108277198
"AL",1099,"AL_Monroe Count",31.505611,-87.360894,7.73718873842482
"AL",1101,"AL_Montgomery C",32.346175,-86.243797,109.334303995025
"AL",1103,"AL_Morgan Count",34.514252,-86.930781,77.1307925661933
"AL",1105,"AL_Perry County",32.581066,-87.369219,4.75769136350412
"AL",1107,"AL_Pickens Coun",33.292973,-88.066472,8.64510774682123
"AL",1109,"AL_Pike County,",31.787277,-85.948647,19.0216135531061
"AL",1111,"AL_Randolph Cou",33.257607,-85.427266,15.0184145263824
"AL",1113,"AL_Russell Coun",32.421972,-85.062843,34.56513481341
"AL",1115,"AL_St. Clair Co",33.660628,-86.369107,52.872672642982
"AL",1117,"AL_Shelby Count",33.290719,-86.737978,103.823061749121
"AL",1119,"AL_Sumter Count",32.57442,-88.232646,5.25328518476584
"AL",1121,"AL_Talladega Co",33.372083,-86.169238,40.6140255497782
"AL",1123,"AL_Tallapoosa C",32.85306,-85.864503,20.3389983850315
"AL",1125,"AL_Tuscaloosa C",33.214154,-87.520229,59.7859207459112
"AL",1127,"AL_Walker Count",33.834858,-87.253922,30.4529369708346
"AL",1129,"AL_Washington C",31.410368,-88.18612,5.79035773852199
"AL",1131,"AL_Wilcox Count",31.999753,-87.380407,4.41306693751681
"AL",1133,"AL_Winston Coun",34.163824,-87.415693,14.4377294633348
"FL",12001,"FL_Alachua Coun",29.665903,-82.386845,107.181336027356
"FL",12003,"FL_Baker County",30.288432,-82.185477,19.1503698677785
"FL",12005,"FL_Bay County, ",30.206925,-85.660217,65.2769423656515
"FL",12007,"FL_Bradford Cou",29.953429,-82.128192,36.2876059081495
"FL",12009,"FL_Brevard Coun",28.232195,-80.690979,149.244460394644
"FL",12013,"FL_Calhoun Coun",30.463143,-85.122189,9.48147040782314
"FL",12015,"FL_Charlotte Co",26.954793,-82.119946,84.8832808328781
"FL",12017,"FL_Citrus Count",28.863598,-82.453512,74.7282196762027
"FL",12019,"FL_Clay County,",30.084386,-81.79941,131.50483696766
"FL",12021,"FL_Collier Coun",26.199831,-81.699625,64.4709684220315
"FL",12023,"FL_Columbia Cou",30.126051,-82.660566,34.549254972089
"FL",12027,"FL_DeSoto Count",27.189369,-81.864094,22.9415329870117
"FL",12029,"FL_Dixie County",29.634179,-83.056329,7.52167993855626
"FL",12031,"FL_Duval County",30.300302,-81.622853,402.699615644537
"FL",12033,"FL_Escambia Cou",30.485314,-87.274788,137.48395309371
"FL",12035,"FL_Flagler Coun",29.523494,-81.224735,77.8447241345588
"FL",12037,"FL_Franklin Cou",29.786787,-84.822838,4.56085075424992
"FL",12039,"FL_Gadsden Coun",30.59828,-84.581397,33.3568176506977
"FL",12041,"FL_Gilchrist Co",29.704639,-82.808262,20.1821291047951
"FL",12043,"FL_Glades Count",26.896029,-81.185404,5.40712542314781
"FL",12045,"FL_Gulf County,",29.988579,-85.259478,6.96769363867454
"FL",12047,"FL_Hamilton Cou",30.501534,-82.997218,10.7262498874847
"FL",12049,"FL_Hardee Count",27.548312,-81.815432,16.2919049100411
"FL",12051,"FL_Hendry Count",26.705392,-81.202571,13.6355235094184
"FL",12053,"FL_Hernando Cou",28.50485,-82.496961,127.092741643553
"FL",12055,"FL_Highlands Co",27.460415,-81.442555,37.0694235691381
"FL",12057,"FL_Hillsborough",27.976529,-82.401275,448.789923442166
"FL",12059,"FL_Holmes Count",30.847684,-85.758558,15.4970036173796
"FL",12061,"FL_Indian River",27.671827,-80.440581,100.080344992591
"FL",12063,"FL_Jackson Coun",30.80024,-85.216119,18.7714419765034
"FL",12065,"FL_Jefferson Co",30.504031,-83.886291,8.63920232688331
"FL",12067,"FL_Lafayette Co",30.065418,-83.179508,5.93428353667564
"FL",12069,"FL_Lake County,",28.735689,-81.752026,122.562665971065
"FL",12071,"FL_Lee County, ",26.574992,-81.858144,245.479559365247
"FL",12073,"FL_Leon County,",30.466103,-84.270371,161.509997017511
"FL",12075,"FL_Levy County,",29.379995,-82.666319,11.3454210849125
"FL",12077,"FL_Liberty Coun",30.399795,-84.905169,3.82521178237184
"FL",12079,"FL_Madison Coun",30.47263,-83.430563,9.9738535367511
"FL",12081,"FL_Manatee Coun",27.477054,-82.532775,174.383697125861
"FL",12083,"FL_Marion Count",29.140116,-82.123367,84.8720690480053
"FL",12085,"FL_Martin Count",27.1443,-80.244395,82.5683422833421
"FL",12087,"FL_Monroe Count",24.739678,-81.263945,7.66827654215216
"FL",12089,"FL_Nassau Count",30.607962,-81.647153,47.139108465427
"FL",12091,"FL_Okaloosa Cou",30.542829,-86.567105,75.1936875137611
"FL",12093,"FL_Okeechobee C",27.272057,-80.822153,18.2528127790317
"FL",12095,"FL_Orange Count",28.532855,-81.384377,535.705541603844
"FL",12097,"FL_Osceola Coun",28.266765,-81.383484,96.3021104188986
"FL",12101,"FL_Pasco County",28.261606,-82.51608,246.399825315736
"FL",12103,"FL_Pinellas Cou",27.899794,-82.727651,619.412234492284
"FL",12105,"FL_Polk County,",28.03114,-81.799975,139.209607047767
"FL",12107,"FL_Putnam Count",29.609299,-81.720431,34.78240125249
"FL",12109,"FL_St. Johns Co",29.977088,-81.421504,124.399376662958
"FL",12111,"FL_St. Lucie Co",27.338067,-80.353183,184.203693867936
"FL",12113,"FL_Santa Rosa C",30.549593,-87.036954,61.5969698403341
"FL",12115,"FL_Sarasota Cou",27.208205,-82.423893,230.905180505006
"FL",12117,"FL_Seminole Cou",28.697834,-81.310445,528.190502007791
"FL",12119,"FL_Sumter Count",28.825768,-82.035469,88.0978901202977
"FL",12121,"FL_Suwannee Cou",30.214688,-82.987546,24.7846447143634
"FL",12123,"FL_Taylor Count",30.064881,-83.597967,6.75932907072631
"FL",12125,"FL_Union County",30.010768,-82.356919,23.5585227351823
"FL",12127,"FL_Volusia Coun",29.073725,-81.123944,149.125654149862
"FL",12129,"FL_Wakulla Coun",30.185525,-84.331546,17.7046008626845
"FL",12131,"FL_Walton Count",30.583729,-86.190665,23.0985051000349
"FL",12133,"FL_Washington C",30.650718,-85.625419,15.9703382514557
"GA",13001,"GA_Appling Coun",31.77388,-82.338473,13.8609179099926
"GA",13003,"GA_Atkinson Cou",31.317301,-82.886363,9.16111189238809
"GA",13005,"GA_Bacon County",31.547221,-82.466071,15.074635773433
"GA",13007,"GA_Baker County",31.307754,-84.437989,3.35913829675431
"GA",13009,"GA_Baldwin Coun",33.084849,-83.245659,64.7881027639149
"GA",13011,"GA_Banks County",34.351255,-83.506647,31.752537622559
"GA",13013,"GA_Barrow Count",33.993054,-83.7275,197.354130968765
"GA",13015,"GA_Bartow Count",34.208435,-84.829122,88.4007225584829
"GA",13017,"GA_Ben Hill Cou",31.727638,-83.248636,25.3814412818786
"GA",13019,"GA_Berrien Coun",31.238588,-83.252459,16.3587909942754
"GA",13021,"GA_Bibb County,",32.832049,-83.687184,231.747373731728
"GA",13023,"GA_Bleckley Cou",32.401368,-83.33214,22.6808864679067
"GA",13025,"GA_Brantley Cou",31.216648,-81.96997,16.4894081095989
"GA",13027,"GA_Brooks Count",30.842082,-83.54009,11.9884628881195
"GA",13029,"GA_Bryan County",31.979537,-81.375954,33.6605338882984
"GA",13031,"GA_Bulloch Coun",32.417702,-81.76242,44.6159179753471
"GA",13033,"GA_Burke County",33.101987,-81.998447,10.3490986388249
"GA",13035,"GA_Butts County",33.296102,-83.970002,50.6674897427257
"GA",13037,"GA_Calhoun Coun",31.527412,-84.668445,8.42619456176287
"GA",13039,"GA_Camden Count",30.814165,-81.635079,26.972659100601
"GA",13043,"GA_Candler Coun",32.399861,-82.062305,16.7613364497317
"GA",13045,"GA_Carroll Coun",33.622193,-85.044673,91.9484309251222
"GA",13047,"GA_Catoosa Coun",34.927795,-85.17282,160.403054262801
"GA",13049,"GA_Charlton Cou",30.780002,-82.023033,6.60358914274104
"GA",13051,"GA_Chatham Coun",32.036008,-81.126449,172.901142180584
"GA",13053,"GA_Chattahooche",32.344231,-84.899254,16.7650510398791
"GA",13055,"GA_Chattooga Co",34.495509,-85.344167,30.4840571551966
"GA",13057,"GA_Cherokee Cou",34.169606,-84.496595,230.197776595705
"GA",13059,"GA_Clarke Count",33.950406,-83.380863,408.515458462454
"GA",13061,"GA_Clay County,",31.633549,-85.013368,5.04222256563305
"GA",13063,"GA_Clayton Coun",33.553383,-84.362238,782.040266949259
"GA",13065,"GA_Clinch Count",31.017888,-82.740932,3.10009490067846
"GA",13069,"GA_Coffee Count",31.516,-82.840667,27.7229437611798
"GA",13071,"GA_Colquitt Cou",31.180955,-83.768671,31.6323426291521
"GA",13073,"GA_Columbia Cou",33.51622,-82.165654,196.580797684521
"GA",13075,"GA_Cook County,",31.149847,-83.424499,28.5884900233576
"GA",13077,"GA_Coweta Count",33.379117,-84.736399,128.561251155385
"GA",13079,"GA_Crawford Cou",32.707681,-83.934002,14.6692222504856
"GA",13081,"GA_Crisp County",31.947962,-83.777791,30.7167995046117
"GA",13083,"GA_Dade County,",34.882709,-85.497004,35.7404816035219
"GA",13085,"GA_Dawson Count",34.40138,-84.104119,47.1154372543616
"GA",13087,"GA_Decatur Coun",30.888345,-84.57036,16.3585268872203
"GA",13091,"GA_Dodge County",32.212815,-83.175591,15.810073871847
"GA",13093,"GA_Dooly County",32.16758,-83.784195,13.0175100866272
"GA",13097,"GA_Douglas Coun",33.724923,-84.734644,282.135651683104
"GA",13099,"GA_Early County",31.331726,-84.916722,7.62018578956841
"GA",13101,"GA_Echols Count",30.708629,-83.057989,3.67541315644308
"GA",13103,"GA_Effingham Co",32.291745,-81.299511,51.4088224510412
"GA",13105,"GA_Elbert Count",34.126521,-82.879523,19.7849251784458
"GA",13107,"GA_Emanuel Coun",32.58586,-82.307952,12.6646336948817
"GA",13109,"GA_Evans County",32.169649,-81.907367,22.0092530543948
"GA",13111,"GA_Fannin Count",34.901383,-84.313402,25.8295507860777
"GA",13113,"GA_Fayette Coun",33.427941,-84.512414,221.700019320769
"GA",13115,"GA_Floyd County",34.255796,-85.183164,73.3466975219032
"GA",13117,"GA_Forsyth Coun",34.19492,-84.144322,381.219806056361
"GA",13119,"GA_Franklin Cou",34.377335,-83.186079,33.842978911201
"GA",13123,"GA_Gilmer Count",34.677249,-84.483646,28.0459181999128
"GA",13125,"GA_Glascock Cou",33.235927,-82.609847,7.94066645504136
"GA",13127,"GA_Glynn County",31.202698,-81.486488,56.4793271468977
"GA",13129,"GA_Gordon Count",34.498326,-84.908795,62.5775888134324
"GA",13131,"GA_Grady County",30.882764,-84.214288,20.6591383718093
"GA",13133,"GA_Greene Count",33.549876,-83.166093,17.4139283037279
"GA",13137,"GA_Habersham Co",34.56516,-83.541626,62.6812287291249
"GA",13139,"GA_Hall County,",34.275205,-83.844712,183.907769630942
"GA",13141,"GA_Hancock Coun",33.255825,-83.002047,6.81968164671309
"GA",13143,"GA_Haralson Cou",33.76192,-85.18547,40.6184791654145
"GA",13145,"GA_Harris Count",32.699933,-84.895034,28.7643734959455
"GA",13147,"GA_Hart County,",34.355413,-82.964953,39.4563806209268
"GA",13149,"GA_Heard County",33.309334,-85.1134,15.2884084805483
"GA",13151,"GA_Henry County",33.475842,-84.175416,279.097791407298
"GA",13153,"GA_Houston Coun",32.571603,-83.663357,160.45278801639
"GA",13155,"GA_Irwin County",31.604647,-83.280834,10.0221509919696
"GA",13157,"GA_Jackson Coun",34.132059,-83.584805,82.1426058720831
"GA",13159,"GA_Jasper Count",33.356251,-83.724341,14.6948142045111
"GA",13161,"GA_Jeff Davis C",31.848776,-82.600696,17.3967980339089
"GA",13163,"GA_Jefferson Co",33.063551,-82.407657,11.1995789879813
"GA",13165,"GA_Jenkins Coun",32.794618,-81.950133,9.50357434031563
"GA",13167,"GA_Johnson Coun",32.701199,-82.679535,12.1458223996213
"GA",13169,"GA_Jones County",32.962134,-83.54514,28.0585656180485
"GA",13171,"GA_Lamar County",33.08002,-84.1544,39.6408455115441
"GA",13173,"GA_Lanier Count",31.035393,-83.090886,20.1378095592277
"GA",13175,"GA_Laurens Coun",32.516487,-82.926131,22.4267003473085
"GA",13177,"GA_Lee County, ",31.681194,-84.173396,31.986209679369
"GA",13179,"GA_Liberty Coun",31.827766,-81.578482,39.3643479766015
"GA",13181,"GA_Lincoln Coun",33.781126,-82.44638,11.8857136001684
"GA",13183,"GA_Long County,",31.778807,-81.733663,18.7142631505402
"GA",13185,"GA_Lowndes Coun",30.857006,-83.280221,88.7688030243619
"GA",13187,"GA_Lumpkin Coun",34.524951,-83.986879,45.5505074963443
"GA",13189,"GA_McDuffie Cou",33.459617,-82.469866,30.8974286544013
"GA",13191,"GA_McIntosh Cou",31.47526,-81.407579,9.65859277824328
"GA",13193,"GA_Macon County",32.325042,-84.038814,12.3127687860866
"GA",13195,"GA_Madison Coun",34.104614,-83.24068,40.3946921569179
"GA",13197,"GA_Marion Count",32.380907,-84.523557,8.78139359648406
"GA",13199,"GA_Meriwether C",33.008863,-84.672846,16.1709143969967
"GA",13201,"GA_Miller Count",31.159722,-84.737198,7.7808223436178
"GA",13205,"GA_Mitchell Cou",31.216853,-84.172094,16.4279646064527
"GA",13207,"GA_Monroe Count",33.038194,-83.906823,26.7649939912205
"GA",13209,"GA_Montgomery C",32.167319,-82.533261,14.3176454046563
"GA",13211,"GA_Morgan Count",33.600243,-83.485957,20.9872533359411
"GA",13213,"GA_Murray Count",34.782329,-84.792066,44.6270996074537
"GA",13215,"GA_Muscogee Cou",32.492289,-84.930634,341.990672008549
"GA",13217,"GA_Newton Count",33.56952,-83.896609,154.523720947479
"GA",13219,"GA_Oconee Count",33.875278,-83.457946,83.5465140970426
"GA",13221,"GA_Oglethorpe C",33.916594,-83.14492,13.3232214805975
"GA",13223,"GA_Paulding Cou",33.905688,-84.816609,206.679505097523
"GA",13225,"GA_Peach County",32.584826,-83.82958,70.2156354358509
"GA",13227,"GA_Pickens Coun",34.455892,-84.442301,54.0526042445546
"GA",13229,"GA_Pierce Count",31.314668,-82.240429,21.8682836229942
"GA",13231,"GA_Pike County,",33.103227,-84.366796,33.3618764577958
"GA",13233,"GA_Polk County,",34.010878,-85.176771,52.7068147034695
"GA",13235,"GA_Pulaski Coun",32.275344,-83.480342,17.2090150973735
"GA",13237,"GA_Putnam Count",33.317059,-83.339663,23.6793307099513
"GA",13239,"GA_Quitman Coun",31.859377,-85.077727,5.51574109773176
"GA",13241,"GA_Rabun County",34.87903,-83.407223,17.5502715138273
"GA",13243,"GA_Randolph Cou",31.760403,-84.758026,6.07304957121928
"GA",13245,"GA_Richmond Cou",33.426859,-82.049444,238.029162539211
"GA",13247,"GA_Rockdale Cou",33.642043,-84.020894,265.610506299552
"GA",13249,"GA_Schley Count",32.241549,-84.306781,12.0940092150051
"GA",13251,"GA_Screven Coun",32.722842,-81.627328,8.22423025953166
"GA",13253,"GA_Seminole Cou",30.972496,-84.868027,12.173841233321
"GA",13255,"GA_Spalding Cou",33.258051,-84.273339,129.022361058765
"GA",13257,"GA_Stephens Cou",34.556904,-83.288681,54.3296306833951
"GA",13259,"GA_Stewart Coun",32.069335,-84.764519,5.51824143367815
"GA",13261,"GA_Sumter Count",32.059981,-84.221818,23.1419704654275
"GA",13263,"GA_Talbot Count",32.703124,-84.582116,6.05897390133845
"GA",13265,"GA_Taliaferro C",33.5688,-82.88576,3.03580204985144
"GA",13267,"GA_Tattnall Cou",32.043908,-82.052217,19.9950274598218
"GA",13269,"GA_Taylor Count",32.560542,-84.215083,8.15629409262903
"GA",13271,"GA_Telfair Coun",32.01562,-82.892471,13.7881107959601
"GA",13273,"GA_Terrell Coun",31.772157,-84.42886,9.75517580729299
"GA",13275,"GA_Thomas Count",30.868962,-83.948411,31.0843723895989
"GA",13277,"GA_Tift County,",31.454362,-83.515048,58.3633021509026
"GA",13279,"GA_Toombs Count",32.183936,-82.367022,28.0986067639082
"GA",13281,"GA_Towns County",34.938692,-83.782961,27.0408348841439
"GA",13283,"GA_Treutlen Cou",32.387047,-82.589718,13.1761895563311
"GA",13285,"GA_Troup County",33.036737,-85.031746,60.5327819737932
"GA",13287,"GA_Turner Count",31.700824,-83.636891,10.6358832807023
"GA",13289,"GA_Twiggs Count",32.703662,-83.416286,8.63867309586337
"GA",13291,"GA_Union County",34.874243,-84.002286,28.7485740856503
"GA",13293,"GA_Upson County",32.907469,-84.324382,31.0135239675924
"GA",13295,"GA_Walker Count",34.83654,-85.293376,60.292011080988
"GA",13297,"GA_Walton Count",33.795381,-83.784266,110.650876589941
"GA",13299,"GA_Ware County,",31.22682,-82.383943,15.2180235016261
"GA",13301,"GA_Warren Count",33.407596,-82.662844,7.07413607519803
"GA",13303,"GA_Washington C",32.962029,-82.773406,11.4934173527798
"GA",13305,"GA_Wayne County",31.611857,-81.919105,17.8082312833895
"GA",13307,"GA_Webster Coun",32.049343,-84.560657,4.78702426844091
"GA",13309,"GA_Wheeler Coun",32.146558,-82.751307,10.1040453177899
"GA",13311,"GA_White County",34.601048,-83.744309,49.1005268930382
"GA",13313,"GA_Whitfield Co",34.792742,-84.965686,138.974360706425
"GA",13315,"GA_Wilcox Count",31.975167,-83.405657,8.69766697934875
"GA",13317,"GA_Wilkes Count",33.755364,-82.753524,7.96345811420509
"GA",13319,"GA_Wilkinson Co",32.8443,-83.239491,7.64806806016484
"GA",13321,"GA_Worth County",31.535712,-83.861186,13.6047139806203
"HI",15001,"HI_Hawaii Count",19.672837,-155.421895,15.294870523692
"HI",15003,"HI_Honolulu Cou",21.372464,-157.913673,176.908388137177
"HI",15007,"HI_Kauai County",22.021022,-159.442112,22.0399249733369
"HI",15009,"HI_Maui County,",20.863747,-156.493816,26.9460278860993
"ID",16001,"ID_Ada County, ",43.611186,-116.304409,175.353783136549
"ID",16003,"ID_Adams County",44.848619,-116.375947,1.21006449055639
"ID",16005,"ID_Bannock Coun",42.869212,-112.423672,29.5449530297814
"ID",16007,"ID_Bear Lake Co",42.306336,-111.341632,2.25335543516612
"ID",16009,"ID_Benewah Coun",47.271692,-116.639736,4.57899165937896
"ID",16011,"ID_Bingham Coun",43.217372,-112.355721,8.52401735420475
"ID",16013,"ID_Blaine Count",43.541366,-114.294277,3.34009157983488
"ID",16015,"ID_Boise County",43.899702,-115.993695,1.58566600633709
"ID",16017,"ID_Bonner Count",48.235649,-116.630982,9.19969251458138
"ID",16019,"ID_Bonneville C",43.494876,-111.997623,24.1853497377178
"ID",16021,"ID_Boundary Cou",48.705964,-116.302851,3.69880885770676
"ID",16023,"ID_Butte County",43.699097,-113.294562,0.448907431818924
"ID",16025,"ID_Camas County",43.350524,-114.756451,0.395741363581629
"ID",16027,"ID_Canyon Count",43.611438,-116.627276,147.045881313094
"ID",16029,"ID_Caribou Coun",42.643778,-111.656063,1.53583857988634
"ID",16031,"ID_Cassia Count",42.482791,-113.741833,3.59550779921897
"ID",16033,"ID_Clark County",44.185815,-112.278608,0.184818321133664
"ID",16035,"ID_Clearwater C",46.48524,-116.185221,1.3586634972317
"ID",16037,"ID_Custer Count",44.285168,-114.048035,0.337463357431329
"ID",16039,"ID_Elmore Count",43.11532,-115.684407,3.42570483788412
"ID",16041,"ID_Franklin Cou",42.0993,-111.872202,8.01548420563856
"ID",16043,"ID_Fremont Coun",44.014844,-111.615464,2.66794773602113
"ID",16045,"ID_Gem County, ",43.884323,-116.506739,12.3602827886743
"ID",16047,"ID_Gooding Coun",42.852717,-114.751067,7.98572046025008
"ID",16049,"ID_Idaho County",45.974127,-116.106566,0.756830116892671
"ID",16051,"ID_Jefferson Co",43.691123,-111.969394,10.4314766041897
"ID",16053,"ID_Jerome Count",42.698447,-114.462669,15.6593494333836
"ID",16055,"ID_Kootenai Cou",47.73713,-116.832581,48.6224208539184
"ID",16057,"ID_Latah County",46.742968,-116.934434,14.3794213942725
"ID",16059,"ID_Lemhi County",45.127412,-113.86153,0.67821811711203
"ID",16061,"ID_Lewis County",46.238066,-116.25739,3.08830002983685
"ID",16063,"ID_Lincoln Coun",42.973467,-114.326069,1.71804321275873
"ID",16065,"ID_Madison Coun",43.819114,-111.794073,32.5485700988671
"ID",16067,"ID_Minidoka Cou",42.613266,-113.712227,10.6459737977045
"ID",16069,"ID_Nez Perce Co",46.394126,-116.950462,18.2176607185896
"ID",16071,"ID_Oneida Count",42.181568,-112.301274,1.45580607641537
"ID",16073,"ID_Owyhee Count",43.376748,-116.681558,0.593064473535364
"ID",16075,"ID_Payette Coun",44.020334,-116.894281,22.5444941422856
"ID",16077,"ID_Power County",42.775001,-112.829004,2.05563808996904
"ID",16079,"ID_Shoshone Cou",47.514637,-116.085925,1.88714690297034
"ID",16081,"ID_Teton County",43.692977,-111.125546,10.4040146218512
"ID",16083,"ID_Twin Falls C",42.558563,-114.504002,17.3930730314232
"ID",16085,"ID_Valley Count",44.758677,-116.073719,1.17799927179057
"ID",16087,"ID_Washington C",44.297898,-116.919922,2.670957201764
"IL",17001,"IL_Adams County",39.943826,-91.328948,28.995749335612
"IL",17003,"IL_Alexander Co",37.149251,-89.289666,8.80749519890037
"IL",17005,"IL_Bond County,",38.884622,-89.432819,16.573312329145
"IL",17007,"IL_Boone County",42.293981,-88.851989,73.3204670647839
"IL",17009,"IL_Brown County",39.964815,-90.746466,8.26589255308718
"IL",17011,"IL_Bureau Count",41.382964,-89.42378,14.4244435714659
"IL",17013,"IL_Calhoun Coun",39.12353,-90.63801,6.44932076539621
"IL",17015,"IL_Carroll Coun",42.071879,-89.963255,11.8571678328368
"IL",17017,"IL_Cass County,",39.979866,-90.319209,12.2211264800666
"IL",17019,"IL_Champaign Co",40.128073,-88.233083,81.1593452553824
"IL",17021,"IL_Christian Co",39.525298,-89.254627,17.4269397234618
"IL",17023,"IL_Clark County",39.351007,-87.800246,11.8076470664184
"IL",17025,"IL_Clay County,",38.716132,-88.490134,10.8335649100276
"IL",17027,"IL_Clinton Coun",38.587753,-89.472099,28.8038901646674
"IL",17029,"IL_Coles County",39.487297,-88.258277,38.3157481034691
"IL",17033,"IL_Crawford Cou",39.00569,-87.748024,16.1683463108669
"IL",17035,"IL_Cumberland C",39.275965,-88.280887,11.9784819493764
"IL",17037,"IL_DeKalb Count",41.927172,-88.72946,63.7789810951054
"IL",17039,"IL_De Witt Coun",40.171701,-88.908946,14.9016761687227
"IL",17041,"IL_Douglas Coun",39.766826,-88.279794,18.0037203735014
"IL",17045,"IL_Edgar County",39.635942,-87.71537,10.6146780117142
"IL",17047,"IL_Edwards Coun",38.402493,-88.04063,11.0887030242045
"IL",17049,"IL_Effingham Co",39.094723,-88.576033,27.3593078732655
"IL",17051,"IL_Fayette Coun",38.997829,-89.033295,11.356469822143
"IL",17053,"IL_Ford County,",40.527422,-88.217453,10.2875306836179
"IL",17055,"IL_Franklin Cou",37.962135,-88.953316,34.4280587367415
"IL",17057,"IL_Fulton Count",40.521963,-90.119357,15.0213428168577
"IL",17059,"IL_Gallatin Cou",37.770001,-88.238563,5.6759632829591
"IL",17061,"IL_Greene Count",39.37224,-90.373465,9.1647697361748
"IL",17063,"IL_Grundy Count",41.345274,-88.347437,45.7951055205181
"IL",17065,"IL_Hamilton Cou",38.092156,-88.557747,7.1894710054682
"IL",17067,"IL_Hancock Coun",40.425725,-91.203133,8.39339541248789
"IL",17069,"IL_Hardin Count",37.478453,-88.290573,8.1265576259244
"IL",17071,"IL_Henderson Co",40.828841,-90.9448,6.49382025430032
"IL",17073,"IL_Henry County",41.348782,-90.134757,22.873650867127
"IL",17075,"IL_Iroquois Cou",40.763597,-87.834391,9.36291267287917
"IL",17077,"IL_Jackson Coun",37.747793,-89.274031,36.3648579525665
"IL",17079,"IL_Jasper Count",39.003765,-88.159885,7.4497832318278
"IL",17081,"IL_Jefferson Co",38.308488,-88.910808,24.9252460459874
"IL",17083,"IL_Jersey Count",39.072862,-90.32042,22.2957065759553
"IL",17085,"IL_Jo Daviess C",42.411324,-90.305944,13.2498478558532
"IL",17087,"IL_Johnson Coun",37.474558,-88.882358,13.7413712194029
"IL",17091,"IL_Kankakee Cou",41.148582,-87.850867,62.2429153671081
"IL",17093,"IL_Kendall Coun",41.663724,-88.379066,154.337850859182
